EloDiff,GameLength,GameType_Classical,GameType_Rapid,OpeningFamily_Flank,OpeningFamily_Indian,OpeningFamily_Open,OpeningFamily_Semi-Open,OpeningFamily_Unknown
-0.574829036226729,0.9695123448275262,-0.022035321458242833,-0.01993051381316036,0.015840178057551384,-0.0025528553500771523,-0.010045269310940057,0.06326878051739186,0.0
-0.0971294990379829,1.392659771000035,-0.008764456026256084,0.024772465666756033,-0.007289405763149261,0.002678282419219613,0.012664408904965967,-0.006256082719191909,0.0
0.22437839581631125,-2.8870073212106946,0.010115208462812006,0.029658812517300247,0.051019012201577424,-0.0011198001354932785,0.034345241873525084,-0.005629816832952201,0.0
0.3447603195934789,2.3148813787288964,-0.015608925074338913,-0.0006494691781699657,-0.015155769195407629,0.0025321365147829055,-0.010721002826467157,-0.006843837969936431,0.0
-2.311692677877145,-2.0469190817081837,-0.003395980983041227,0.1011666523758322,-0.01234583143144846,-0.0011198001354932785,-0.02075869878055528,-0.015035425503738225,0.0
-1.031316098930547,-2.053733567830059,0.003202142049558461,-0.015756492079235615,-0.0061768717877566815,-0.0005599000677466392,-0.021037242386955767,-0.04685640685725957,0.0
0.988485717389849,-2.2942393097357128,-0.002807242665439844,-0.008732727929018438,0.0004139278829097748,-0.000858420878648758,0.25128462064545604,0.01726181259378791,0.0
-0.9600564276822843,-3.062025263645919,0.008772855442948639,-0.0449360173009336,-0.014080561213195324,-0.0011198001354932785,-0.049741661783773455,-0.01717380474321544,0.0
-0.12082446182146668,2.1956982292898464,-0.002116595637053251,-0.01731831330806017,-0.00940555203706026,-0.00015463768504559995,0.012779721419792622,-0.026836984262336046,0.0
0.8211079302593134,-1.8963209274224937,-0.003340152073651552,0.00903334254398942,-0.0002966673858463764,-0.00015463768504559995,-0.0638765045022592,-0.07299423365853727,0.0
0.16428485338925383,-1.8234313627704979,-0.011404579430818558,0.017894042679108678,-0.006873270887881517,-0.00015463768504559995,-0.009142123914789408,-0.00920758618041873,0.0
1.1378822974121432,1.50292485805694,-0.015475707538425922,0.06141775975003839,-0.004462077971547842,0.0025321365147829055,0.04405551022849977,0.09705773717723787,0.0
0.2006653673260007,-2.642508832726162,-0.0020129605662077667,-0.08299475949257612,-0.00918570976704359,-0.00015463768504559995,-0.010055161721538752,-0.021122313414234668,0.0
0.09393770491617033,1.1338970698072808,-0.008545705126598477,-0.009784750198014081,-0.0006580010987818242,-0.0022311345487833023,-0.006277919828426093,0.029345230567269027,0.0
-0.8253928087989334,-1.481201412808732,0.007994016301818192,0.1221416239766404,-0.0057893326506018635,-0.0025528553500771523,-0.03974076100857928,0.023460985743440688,0.0
0.04165464656951372,-2.2025777101208224,-0.002529450822621584,-0.006096206842921674,-0.00713863180950284,-0.00100552998483181,0.015123609025031327,0.01481875790283084,0.0
1.1789980780979386,-3.1525076392985647,-0.004010486174374819,-0.004996611601673067,0.032318511065095666,-0.00023817926645278931,-0.008060339021030814,0.0018118568882346153,0.0
0.14432419115211814,-1.450932090690476,-0.008459258154034614,0.04989500077906996,-0.007006856501102447,-0.0022311345487833023,0.026267900606617333,0.006782888397574425,0.0
-0.6196365899388911,-3.1032738942938156,0.010301167671568691,-0.024756656284444033,-0.006386584099382162,-0.0011198001354932785,0.028605843749828636,-0.028338093431666492,0.0
1.0386639704817207,1.95941244201269,-0.0013531412743031978,0.037680134498514234,-0.14258831297978758,-0.00015463768504559995,-0.02587016677018255,0.01947986699640751,0.0
-1.350951509262668,-2.7162333262281027,0.008679753975011409,0.1239481969922781,-0.01420148010365665,-0.0011198001354932785,-0.026213599157053978,-0.038505563316866755,0.0
0.9593553649104433,2.402141226683743,-0.0017578430008143187,-0.003798212995752692,-0.00028866756707429886,-0.00015463768504559995,0.17676676887553186,0.05168595452327281,0.0
0.06508189492567908,1.5535150920506566,-0.005771224210038781,-0.004061380233615637,-0.15641544522717596,-0.00015463768504559995,-0.009566030956339091,-0.007573894434608519,0.0
-0.4546785807615379,1.1923372175561964,-0.002940460201352835,-0.00660649714525789,-0.017552684228867292,-0.00023817926645278931,-0.009747083790134638,0.015096603576093912,0.0
-0.25318420332943786,-0.6797322483098833,-0.013844994697719812,-0.08956435597967356,-0.010295754037797452,-0.0022311345487833023,-0.02785517738899216,0.01732251401524991,0.0
1.1153765226789982,-2.908153220571112,-0.005196647448465228,-0.0036266314145177603,-0.01810621902346611,-0.00015463768504559995,0.015579448314383626,-0.010319183627143503,0.0
0.2516324243939016,-1.1764296765060862,0.005007567130960524,-0.10220933100674301,-0.17910197609104217,-0.0013272507861256599,-0.014135996319819242,-0.005840686555020511,0.0
0.983601767544751,2.0105067896470428,0.0014089850429445504,-0.004166358420625329,-0.017403623573482036,-0.00015463768504559995,0.011535395616665483,-0.011268115635029972,0.0
-0.19359464300447143,1.5282966352760559,-0.003062360230833292,0.09685954804066568,-0.007253484018146992,0.1962200604751706,0.0029598937300033866,-0.00890165234450251,0.0
-0.05299441280250903,2.2994046780938517,-0.002529450822621584,-0.00845941832754761,-0.007772519048303366,-0.00015463768504559995,0.015810332796536385,0.01481875790283084,0.0
-0.7855364931377699,2.4115815245267003,0.010812710844911635,-0.013726631673052906,-0.012755203619599342,-0.0011198001354932785,-0.02006905560614541,0.038662303471937776,0.0
-0.38359412145917304,2.0249334228393856,0.006984842838719487,0.032888213852420446,-0.014739932296797632,-0.00015463768504559995,-0.009096757106017322,-0.03185806861147285,0.0
0.8867872451111907,2.5405859429435806,0.015417744778096676,-0.0036266314145177603,0.05255114166066051,-0.00015463768504559995,0.1110360047314316,0.003912845216691494,0.0
0.21707587876706383,-1.4783100795099744,-0.003062360230833292,-0.019571178969927133,-0.00713863180950284,-0.0022311345487833023,-0.011144883080851287,0.011138393534347415,0.0
2.3242284432274753,-1.5133046795183327,-0.0036103487573564052,0.0181510656978935,-0.041475686114281415,-0.00015463768504559995,-0.0075775815011002124,-0.027870028847828507,0.0
-0.761632037347008,1.1381766950397287,0.01073289342224598,-0.021972215073183178,0.08948809511959553,0.0022104157134890555,-0.05509407306555659,-0.02523762083146721,0.0
0.6786007087613689,1.5869931595260278,0.22732969696633518,0.015483698109164834,-0.0004071828909218311,0.002963629961013794,0.08415657160338014,-0.008873426485806704,0.0
